No.,ID,target scope
153,2.87787E+17,ENV
154,2.88266E+17,ENV
155,2.89295E+17,IND
156,2.89323E+17,GRP
157,2.92818E+17,ENV
158,2.93443E+17,IND
159,2.93547E+17,ENV
160,2.94454E+17,ENV
161,2.95632E+17,ENV
162,2.98766E+17,IND
163,2.9877E+17,SELF
164,2.98772E+17,SELF
165,2.98775E+17,SELF
166,2.99503E+17,ENV
167,3.00265E+17,IND
168,3.01141E+17,IND
169,3.01203E+17,IND
170,3.01215E+17,ENV
171,3.01429E+17,SELF
172,3.01622E+17,IND
173,3.02974E+17,IND
174,3.03358E+17,IND
175,3.03866E+17,IND
176,3.04261E+17,IND
177,3.05894E+17,GRP
178,3.06188E+17,IND
179,3.07033E+17,GRP
180,3.08104E+17,GRP
181,3.08104E+17,IND
182,3.08214E+17,SELF
183,3.08495E+17,IND
184,3.08769E+17,ENV
185,3.08952E+17,IND
186,3.10786E+17,SELF
187,3.11783E+17,IND
188,3.11784E+17,IND
189,3.12075E+17,ENV
190,3.12271E+17,IND
191,3.12389E+17,SELF
192,3.13544E+17,SELF
193,3.13904E+17,ENV
194,3.14032E+17,ENV
195,3.1676E+17,SELF
196,3.17103E+17,IND
197,3.18343E+17,GRP
198,3.18951E+17,IND
199,3.19376E+17,ENV
200,3.19491E+17,IND
201,3.19727E+17,IND
202,3.19759E+17,IND
203,3.20213E+17,ENV
204,3.20701E+17,IND
205,3.21469E+17,ENV
206,3.21605E+17,ENV
207,3.2473E+17,ENV
208,3.25226E+17,IND
209,3.25723E+17,IND
210,3.2611E+17,IND
211,3.26281E+17,ENV
212,3.26689E+17,IND
213,3.26689E+17,IND
214,3.26697E+17,IND
215,3.27708E+17,IND
216,3.27709E+17,IND
217,3.29922E+17,IND
218,3.3053E+17,IND
219,3.30615E+17,IND
220,3.31387E+17,IND
221,3.32787E+17,IND
222,3.33888E+17,IND
223,3.34262E+17,IND
224,3.34282E+17,ENV
225,3.35796E+17,SELF
226,3.36531E+17,SELF
227,3.36722E+17,ENV
228,3.36863E+17,GRP
229,3.37162E+17,ENV
230,3.38452E+17,SELF
231,3.38663E+17,IND
232,3.39071E+17,ENV
233,3.39665E+17,IND
234,3.3971E+17,IND
235,3.40471E+17,GRP
236,3.407E+17,SELF
237,3.42103E+17,GRP
238,3.42207E+17,SELF
239,3.4248E+17,ENV
240,3.4331E+17,ENV
241,3.44417E+17,ENV
242,3.44424E+17,SELF
243,3.44427E+17,GRP
244,3.44457E+17,IND
245,3.44768E+17,GRP
246,3.44872E+17,SELF
247,3.45355E+17,ENV
248,3.47254E+17,ENV
249,3.47372E+17,IND
250,3.48415E+17,ENV
251,3.50095E+17,ENV
252,3.50453E+17,IND
253,3.50891E+17,IND
254,3.50964E+17,GRP
255,3.51295E+17,GRP
256,3.51341E+17,IND
257,3.52447E+17,GRP
258,3.52658E+17,ENV
259,3.52783E+17,ENV
260,3.52784E+17,IND
261,3.5292E+17,ENV
262,3.53696E+17,SELF
263,3.54902E+17,ENV
264,3.54968E+17,ENV
265,3.54979E+17,ENV
266,3.55186E+17,ENV
267,3.56943E+17,GRP
268,3.57151E+17,ENV
269,3.57742E+17,IND
270,3.64614E+17,IND
271,3.65492E+17,IND
272,3.65789E+17,IND
273,3.65826E+17,GRP
274,3.66159E+17,GRP
275,3.68682E+17,IND
276,3.69319E+17,GRP
277,3.69861E+17,ENV
278,3.70149E+17,IND
279,3.70238E+17,ENV
280,3.70238E+17,ENV
281,3.70239E+17,ENV
282,3.70308E+17,IND
283,3.70797E+17,ENV
284,3.7108E+17,ENV
285,3.71081E+17,SELF
286,3.72211E+17,SELF
287,3.72636E+17,ENV
288,3.72637E+17,ENV
289,3.72638E+17,ENV
290,3.72638E+17,ENV
291,3.74473E+17,ENV
292,3.74578E+17,ENV
293,3.74893E+17,ENV
294,3.74971E+17,SELF
295,3.752E+17,GRP
296,3.75473E+17,IND
297,3.76522E+17,GRP
298,3.77787E+17,ENV
299,3.78176E+17,SELF
300,3.79219E+17,GRP
301,3.79343E+17,IND
302,3.7937E+17,IND
303,3.80534E+17,GRP
304,3.80689E+17,IND
305,3.81722E+17,ENV
306,3.82025E+17,ENV
307,3.82768E+17,IND
308,3.82769E+17,IND
309,3.82846E+17,IND
310,3.83164E+17,ENV
311,3.85609E+17,IND
312,3.8561E+17,SELF
313,3.85782E+17,ENV
314,3.86126E+17,IND
315,3.86694E+17,SELF
316,3.87869E+17,GRP
317,3.88224E+17,ENV
318,3.90251E+17,IND
319,3.908E+17,ENV
320,3.92196E+17,IND
321,3.92513E+17,SELF
322,3.92662E+17,ENV
323,3.95197E+17,ENV
324,3.95701E+17,IND
325,3.95811E+17,IND
326,3.96832E+17,IND
327,3.96833E+17,SELF
328,3.97925E+17,IND
329,3.9809E+17,IND
330,3.99881E+17,IND
331,3.99882E+17,IND
332,3.99945E+17,ENV
333,4.0078E+17,ENV
334,4.01121E+17,IND
335,4.02619E+17,IND
336,4.03007E+17,ENV
337,4.03163E+17,GRP
338,4.03467E+17,ENV
339,4.03485E+17,ENV
340,4.03641E+17,IND
341,4.03903E+17,ENV
342,4.04049E+17,IND
343,4.0418E+17,IND
344,4.04648E+17,IND
345,4.04652E+17,IND
346,4.06097E+17,IND
347,4.06731E+17,SELF
348,4.07637E+17,ENV
349,4.07801E+17,SELF
350,4.07819E+17,IND
351,4.08626E+17,IND
352,4.09254E+17,ENV
353,4.11088E+17,ENV
354,4.114E+17,ENV
355,4.11719E+17,ENV
356,4.12059E+17,IND
357,4.12084E+17,SELF
358,4.1219E+17,SELF
359,4.14288E+17,IND
360,4.14726E+17,ENV
361,4.14753E+17,IND
362,4.17512E+17,IND
363,4.18471E+17,IND
364,4.19422E+17,ENV
365,4.20071E+17,GRP
366,4.20168E+17,IND
367,4.20556E+17,IND
368,4.20722E+17,ENV
369,4.21093E+17,IND
370,4.21588E+17,IND
371,4.22043E+17,SELF
372,4.23433E+17,IND
373,4.23433E+17,IND
374,4.2596E+17,IND
375,4.26664E+17,SELF
376,4.2797E+17,IND
377,4.28116E+17,ENV
378,4.28116E+17,ENV
379,4.28561E+17,IND
380,4.29234E+17,IND
381,4.31379E+17,GRP
382,4.31699E+17,GRP
383,4.31755E+17,ENV
384,4.31757E+17,SELF
385,4.33585E+17,ENV
386,4.34192E+17,ENV
387,4.3446E+17,IND
388,4.34637E+17,ENV
389,4.35007E+17,IND
390,4.35613E+17,IND
391,4.35814E+17,IND
392,4.36253E+17,IND
393,4.3642E+17,IND
394,4.3651E+17,ENV
395,4.36784E+17,IND
396,4.38315E+17,IND
397,4.38941E+17,SELF
398,4.39977E+17,ENV
399,4.4112E+17,GRP
400,4.41136E+17,ENV
401,4.412E+17,IND
402,4.412E+17,GRP
403,4.41544E+17,IND
404,4.42792E+17,SELF
405,4.45439E+17,ENV
406,4.45511E+17,ENV
407,4.45762E+17,ENV
408,4.47478E+17,IND
409,4.4811E+17,IND
410,4.49199E+17,ENV
411,4.49553E+17,IND
412,4.50287E+17,ENV
413,4.50899E+17,GRP
414,4.50899E+17,GRP
415,4.50962E+17,IND
416,4.52139E+17,ENV
417,4.52826E+17,IND
418,4.54287E+17,IND
419,4.54571E+17,ENV
420,4.54849E+17,ENV
421,4.55296E+17,IND
422,4.5664E+17,IND
423,4.57114E+17,ENV
424,4.57559E+17,IND
425,4.5858E+17,IND
426,4.5902E+17,ENV
427,4.59136E+17,IND
428,4.59598E+17,IND
429,4.60062E+17,IND
430,4.6501E+17,IND
431,4.65862E+17,GRP
432,4.66094E+17,IND
433,4.66095E+17,IND
434,4.66097E+17,IND
435,4.6643E+17,GRP
436,4.66906E+17,IND
437,4.67226E+17,IND
438,4.68508E+17,IND
439,4.69297E+17,SELF
440,4.70181E+17,GRP
441,4.71104E+17,IND
442,4.7125E+17,IND
443,4.71286E+17,IND
444,4.71333E+17,ENV
445,4.72578E+17,GRP
446,4.73054E+17,IND
447,4.73064E+17,IND
448,4.7557E+17,IND
449,4.76206E+17,IND
450,4.77022E+17,IND
451,4.77022E+17,IND
452,4.78352E+17,ENV
453,4.78576E+17,IND
454,4.79488E+17,IND
455,4.8092E+17,SELF
456,4.82001E+17,GRP
457,4.82034E+17,ENV
458,4.82815E+17,GRP
459,4.83414E+17,ENV
460,4.84685E+17,IND
461,4.84908E+17,IND
462,4.85685E+17,IND
463,4.87126E+17,IND
464,4.8859E+17,IND
465,4.88701E+17,IND
466,4.89016E+17,GRP
467,4.89076E+17,ENV
468,4.89234E+17,ENV
469,4.90444E+17,IND
470,4.91883E+17,GRP
471,4.92807E+17,ENV
472,4.92872E+17,IND
473,4.93056E+17,ENV
474,4.93352E+17,GRP
475,4.93426E+17,GRP
476,4.94045E+17,IND
477,4.94525E+17,ENV
478,4.94525E+17,ENV
479,4.94527E+17,ENV
480,4.94629E+17,ENV
481,4.94706E+17,SELF
482,4.94873E+17,IND
483,4.95005E+17,SELF
484,4.95115E+17,IND
485,4.95689E+17,IND
486,4.95904E+17,ENV
487,4.96284E+17,ENV
488,4.96494E+17,IND
489,4.9664E+17,ENV
490,4.96825E+17,IND
491,4.97742E+17,GRP
492,5.01018E+17,IND
493,5.01021E+17,IND
494,5.01613E+17,IND
495,5.02078E+17,IND
496,5.0285E+17,ENV
497,5.02872E+17,SELF
498,5.03753E+17,ENV
499,5.03941E+17,SELF
500,5.05159E+17,IND
501,5.05503E+17,IND
502,5.05569E+17,ENV
503,5.06104E+17,ENV
504,5.06222E+17,ENV
505,5.06354E+17,GRP
506,5.06425E+17,ENV
507,5.06438E+17,IND
508,5.06938E+17,IND
509,5.07431E+17,ENV
510,5.08375E+17,IND
511,5.0855E+17,IND
512,5.08967E+17,IND
513,5.09307E+17,IND
514,5.09375E+17,ENV
515,5.10738E+17,ENV
516,5.10826E+17,ENV
517,5.11081E+17,ENV
518,5.11486E+17,ENV
519,5.11949E+17,ENV
520,5.12189E+17,GRP
521,5.12219E+17,ENV
522,5.13497E+17,IND
523,5.14078E+17,ENV
524,5.14372E+17,ENV
525,5.15935E+17,ENV
526,5.16616E+17,IND
527,5.17736E+17,GRP
528,5.17953E+17,IND
529,5.1834E+17,GRP
530,5.18467E+17,IND
531,5.19359E+17,ENV
532,5.1971E+17,IND
533,5.19755E+17,ENV
534,5.20918E+17,GRP
535,5.22741E+17,ENV
536,5.23282E+17,ENV
537,5.23485E+17,IND
538,5.25155E+17,IND
539,5.25167E+17,GRP
540,5.25273E+17,IND
541,5.25625E+17,ENV
542,5.25629E+17,IND
543,5.25661E+17,IND
544,5.26027E+17,IND
545,5.26913E+17,IND
546,5.2708E+17,ENV
547,5.27088E+17,ENV
548,5.27406E+17,IND
549,5.27481E+17,IND
550,5.27774E+17,ENV
551,5.27971E+17,IND
552,5.28889E+17,ENV
553,5.29226E+17,GRP
554,5.29289E+17,GRP
555,5.29678E+17,IND
556,5.29762E+17,IND
557,5.29938E+17,IND
558,5.29975E+17,ENV
559,5.31126E+17,IND
560,5.31356E+17,IND
561,5.31844E+17,IND
562,5.32837E+17,ENV
563,5.34529E+17,ENV
564,5.3497E+17,IND
565,5.35052E+17,IND
566,5.35074E+17,IND
567,5.36315E+17,SELF
568,5.37631E+17,IND
569,5.38394E+17,ENV
570,5.38556E+17,IND
571,5.38649E+17,ENV
572,5.38721E+17,IND
573,5.38903E+17,GRP
574,5.39732E+17,IND
575,5.40003E+17,IND
576,5.40869E+17,IND
577,5.41041E+17,IND
578,5.41611E+17,GRP
579,5.41785E+17,IND
580,5.41787E+17,GRP
581,5.41925E+17,ENV
582,5.42327E+17,ENV
583,5.43048E+17,ENV
584,5.43663E+17,GRP
585,5.46228E+17,ENV
586,5.46273E+17,IND
587,5.47239E+17,ENV
588,5.47685E+17,IND
589,5.48311E+17,ENV
590,5.48384E+17,ENV
591,5.48785E+17,IND
592,5.49252E+17,IND
593,5.49848E+17,IND
594,5.50958E+17,ENV
595,5.5129E+17,ENV
596,5.52122E+17,ENV
597,5.52384E+17,SELF
598,5.54443E+17,IND
599,5.55508E+17,IND
600,5.56097E+17,SELF
601,5.56387E+17,IND
602,5.56399E+17,IND
603,5.5644E+17,GRP
604,5.56682E+17,IND
605,5.56821E+17,ENV
606,5.57543E+17,SELF
607,5.57662E+17,ENV
608,5.57663E+17,ENV
609,5.57663E+17,ENV
610,5.57797E+17,GRP
611,5.5933E+17,IND
612,5.59346E+17,IND
613,5.60355E+17,ENV
614,5.60388E+17,IND
615,5.60974E+17,IND
616,5.61085E+17,IND
617,5.61129E+17,IND
618,5.61232E+17,IND
619,5.61234E+17,IND
620,5.62228E+17,IND
621,5.62333E+17,IND
622,5.62947E+17,IND
623,5.63245E+17,IND
624,5.63603E+17,ENV
625,5.64799E+17,ENV
626,5.65702E+17,GRP
627,5.66177E+17,IND
628,5.66182E+17,IND
629,5.66183E+17,IND
630,5.66585E+17,IND
631,5.66595E+17,IND
632,5.66864E+17,ENV
633,5.6805E+17,ENV
634,5.6825E+17,IND
635,5.6825E+17,IND
636,5.68306E+17,ENV
637,5.6871E+17,GRP
638,5.6942E+17,IND
639,5.69425E+17,IND
640,5.69494E+17,IND
641,5.7015E+17,GRP
642,5.71139E+17,ENV
643,5.71274E+17,GRP
644,5.71674E+17,IND
645,5.71694E+17,IND
646,5.72684E+17,GRP
647,5.72686E+17,GRP
648,5.73099E+17,IND
649,5.73426E+17,IND
650,5.73657E+17,IND
651,5.74189E+17,GRP
652,5.74733E+17,IND
653,5.75193E+17,IND
654,5.75199E+17,IND
655,5.75473E+17,ENV
656,5.75548E+17,IND
657,5.76443E+17,IND
658,5.77071E+17,IND
659,5.7763E+17,ENV
660,5.79635E+17,ENV
661,5.80943E+17,IND
662,5.81983E+17,ENV
663,5.82387E+17,ENV
664,5.82392E+17,IND
665,5.82501E+17,IND
666,5.82708E+17,IND
667,5.83089E+17,IND
668,5.83255E+17,GRP
669,5.84657E+17,IND
670,5.85788E+17,ENV
671,5.86309E+17,ENV
672,5.88984E+17,ENV
673,5.89461E+17,GRP
674,5.90341E+17,IND
675,5.90459E+17,IND
676,5.9046E+17,IND
677,5.9046E+17,IND
678,5.90462E+17,IND
679,5.90484E+17,ENV
680,5.91912E+17,IND
681,5.92607E+17,IND
682,5.93343E+17,ENV
683,5.93405E+17,IND
684,5.93722E+17,IND
685,5.93761E+17,IND
686,5.93822E+17,ENV
687,5.93888E+17,SELF
688,5.94313E+17,ENV
689,5.94552E+17,ENV
690,5.95753E+17,ENV
691,5.97303E+17,ENV
692,5.98484E+17,GRP
693,5.98772E+17,ENV
694,5.99075E+17,ENV
695,6.00882E+17,GRP
696,6.01024E+17,ENV
697,6.01383E+17,IND
698,6.03398E+17,ENV
699,6.03936E+17,IND
700,6.04207E+17,IND
701,6.04617E+17,ENV
702,6.05745E+17,IND
703,6.05872E+17,IND
704,6.06336E+17,GRP
705,6.06433E+17,IND
706,6.0706E+17,IND
707,6.07819E+17,IND
708,6.07821E+17,IND
709,6.07926E+17,IND
710,6.08196E+17,IND
711,6.08982E+17,IND
712,6.09519E+17,ENV
713,6.11868E+17,IND
714,6.12983E+17,IND
715,6.13261E+17,ENV
716,6.15179E+17,ENV
717,6.15401E+17,IND
718,6.15891E+17,IND
719,6.16171E+17,GRP
720,6.16214E+17,IND
721,6.18138E+17,GRP
722,6.18243E+17,IND
723,6.18464E+17,ENV
724,6.18767E+17,ENV
725,6.18808E+17,SELF
726,6.19273E+17,GRP
727,6.19347E+17,IND
728,6.2043E+17,IND
729,6.20587E+17,ENV
730,6.20776E+17,GRP
731,6.21457E+17,IND
732,6.21769E+17,SELF
733,6.22727E+17,GRP
734,6.23503E+17,ENV
735,6.23831E+17,GRP
736,6.2402E+17,IND
737,6.24423E+17,ENV
738,6.24794E+17,IND
739,6.25869E+17,IND
740,6.26223E+17,IND
741,6.26701E+17,IND
742,6.26719E+17,IND
743,6.28723E+17,ENV
744,6.28878E+17,IND
745,6.29274E+17,ENV
746,6.30025E+17,IND
747,6.31187E+17,IND
748,6.31257E+17,IND
749,6.32158E+17,GRP
750,6.32772E+17,ENV
751,6.33552E+17,GRP
752,6.34542E+17,IND
753,6.34697E+17,IND
754,6.36488E+17,IND
755,6.37245E+17,IND
756,6.37261E+17,ENV
757,6.37277E+17,IND
758,6.37429E+17,IND
759,6.38138E+17,IND
760,6.38173E+17,IND
761,6.39053E+17,IND
762,6.3994E+17,IND
763,6.39944E+17,ENV
764,6.40417E+17,ENV
765,6.41184E+17,IND
766,6.41538E+17,ENV
767,6.41922E+17,IND
768,6.42363E+17,IND
769,6.43452E+17,SELF
770,6.43462E+17,SELF
771,6.43609E+17,SELF
772,6.444E+17,ENV
773,6.44408E+17,IND
774,6.44851E+17,ENV
775,6.45849E+17,IND
776,6.4595E+17,IND
777,6.46139E+17,ENV
778,6.46697E+17,GRP
779,6.48858E+17,GRP
780,6.49184E+17,IND
781,6.49761E+17,SELF
782,6.49856E+17,ENV
783,6.50251E+17,IND
784,6.52017E+17,IND
785,6.53621E+17,ENV
786,6.53894E+17,IND
787,6.54294E+17,IND
788,6.54863E+17,IND
789,6.54887E+17,ENV
790,6.5504E+17,ENV
791,6.55282E+17,IND
792,6.55716E+17,IND
793,6.56331E+17,ENV
794,6.57404E+17,ENV
795,6.58458E+17,ENV
796,6.58483E+17,ENV
797,6.59416E+17,IND
798,6.61075E+17,ENV
799,6.61729E+17,ENV
800,6.64996E+17,IND
801,6.65704E+17,IND
802,6.66527E+17,GRP
803,6.66875E+17,ENV
804,6.67233E+17,IND
805,6.67656E+17,IND
806,6.6785E+17,SELF
807,6.68624E+17,GRP
808,6.69397E+17,ENV
809,6.69753E+17,IND
810,6.7016E+17,GRP
811,6.70412E+17,ENV
812,6.71008E+17,IND
813,6.712E+17,IND
814,6.71307E+17,ENV
815,6.71353E+17,ENV
816,6.71471E+17,ENV
817,6.7261E+17,IND
818,6.74161E+17,IND
819,6.74454E+17,ENV
820,6.74893E+17,IND
821,6.75825E+17,IND
822,6.75934E+17,IND
823,6.76033E+17,IND
824,6.76053E+17,SELF
825,6.76524E+17,SELF
826,6.76556E+17,IND
827,6.76626E+17,IND
828,6.76693E+17,GRP
829,6.76716E+17,IND
830,6.76758E+17,IND
831,6.77128E+17,ENV
832,6.77275E+17,IND
833,6.77275E+17,IND
834,6.782E+17,ENV
835,6.78793E+17,IND
836,6.78812E+17,IND
837,6.79095E+17,IND
838,6.80611E+17,SELF
839,6.81497E+17,IND
840,6.82099E+17,ENV
841,6.82746E+17,GRP
842,6.82748E+17,IND
843,6.86393E+17,IND
844,6.86506E+17,GRP
845,6.86861E+17,IND
846,6.87241E+17,IND
847,6.88334E+17,IND
848,6.88677E+17,IND
849,6.88683E+17,IND
850,6.88721E+17,IND
851,6.88925E+17,SELF
852,6.89301E+17,IND
853,6.90206E+17,GRP
854,6.90375E+17,GRP
855,6.91601E+17,ENV
856,6.91642E+17,GRP
857,6.91652E+17,SELF
858,6.91683E+17,IND
859,6.92159E+17,ENV
860,6.92668E+17,IND
861,6.9301E+17,ENV
862,6.93973E+17,ENV
863,6.94457E+17,IND
864,6.94821E+17,IND
865,6.96686E+17,IND
866,6.96918E+17,IND
867,6.96923E+17,IND
868,6.97138E+17,IND
869,6.97139E+17,IND
870,6.97231E+17,IND
871,6.97321E+17,ENV
872,6.97775E+17,IND
873,6.99264E+17,GRP
874,6.99483E+17,ENV
875,6.99883E+17,IND
876,6.9996E+17,IND
877,7.01018E+17,IND
878,7.01372E+17,IND
879,7.02391E+17,ENV
880,7.0249E+17,ENV
881,7.03085E+17,ENV
882,7.03109E+17,ENV
883,7.03586E+17,ENV
884,7.03912E+17,IND
885,7.04146E+17,ENV
886,7.0448E+17,IND
887,7.05024E+17,GRP
888,7.05323E+17,GRP
889,7.05323E+17,GRP
890,7.0543E+17,GRP
891,7.05586E+17,IND
892,7.05608E+17,IND
893,7.06142E+17,IND
894,7.06302E+17,IND
895,7.06728E+17,ENV
896,7.06824E+17,GRP
897,7.07216E+17,IND
898,7.07489E+17,IND
899,7.07806E+17,GRP
900,7.08886E+17,IND
901,7.08993E+17,IND
902,7.10855E+17,IND
903,7.11015E+17,GRP
904,7.11181E+17,IND
905,7.11356E+17,SELF
906,7.12223E+17,IND
907,7.12795E+17,IND
908,7.12967E+17,IND
909,7.15106E+17,ENV
910,7.15185E+17,ENV
911,7.1604E+17,IND
912,7.16162E+17,IND
913,7.16274E+17,IND
914,7.1702E+17,ENV
915,7.17209E+17,IND
916,7.17353E+17,IND
917,7.17354E+17,IND
918,7.18002E+17,IND
919,7.18393E+17,IND
920,7.18782E+17,ENV
921,7.20954E+17,IND
922,7.2379E+17,ENV
923,7.24174E+17,ENV
924,7.24174E+17,GRP
925,7.24719E+17,ENV
926,7.24747E+17,IND
927,7.25686E+17,GRP
928,7.2569E+17,IND
929,7.26465E+17,SELF
930,7.27291E+17,ENV
931,7.29098E+17,GRP
932,7.2964E+17,SELF
933,7.3038E+17,ENV
934,7.30782E+17,IND
935,7.3222E+17,IND
936,7.32785E+17,IND
937,7.33097E+17,IND
938,7.33294E+17,IND
939,7.33896E+17,IND
940,7.34758E+17,IND
941,7.35073E+17,ENV
942,7.35943E+17,ENV
943,7.3672E+17,IND
944,7.37132E+17,IND
945,7.37452E+17,ENV
946,7.3763E+17,IND
947,7.37656E+17,IND
948,7.38283E+17,IND
949,7.38357E+17,IND
950,7.39248E+17,ENV
951,7.39525E+17,ENV
952,7.40556E+17,SELF
953,7.40895E+17,IND
954,7.41103E+17,ENV
955,7.42281E+17,IND
956,7.42531E+17,IND
957,7.42952E+17,ENV
958,7.42981E+17,ENV
959,7.43018E+17,IND
960,7.435E+17,ENV
961,7.44522E+17,IND
962,7.45415E+17,ENV
963,7.46234E+17,IND
964,7.46292E+17,IND
965,7.46436E+17,GRP
966,7.46856E+17,GRP
967,7.47096E+17,IND
968,7.4737E+17,IND
969,7.47809E+17,ENV
970,7.48231E+17,IND
971,7.48522E+17,ENV
972,7.49504E+17,ENV
973,7.50165E+17,IND
974,7.5072E+17,GRP
975,7.51034E+17,ENV
976,7.51366E+17,IND
977,7.51409E+17,IND
978,7.51422E+17,GRP
979,7.51424E+17,GRP
980,7.51639E+17,IND
981,7.51774E+17,ENV
982,7.5248E+17,IND
983,7.52812E+17,IND
984,7.52876E+17,ENV
985,7.53286E+17,IND
986,7.53345E+17,IND
987,7.53528E+17,IND
988,7.5389E+17,IND
989,7.54509E+17,SELF
990,7.54864E+17,ENV
991,7.54866E+17,ENV
992,7.54867E+17,IND
993,7.54971E+17,IND
994,7.55403E+17,IND
995,7.55425E+17,ENV
996,7.55999E+17,SELF
997,7.56141E+17,IND
998,7.5883E+17,IND
999,7.59009E+17,IND
1000,7.59374E+17,GRP
1001,7.59696E+17,IND
1002,7.59756E+17,IND
1003,7.6001E+17,ENV
1004,7.6002E+17,GRP
1005,7.60222E+17,IND
1006,7.60819E+17,IND
1007,7.6097E+17,IND
1008,7.61051E+17,GRP
1009,7.61231E+17,IND
1010,7.61705E+17,IND
1011,7.62184E+17,ENV
1012,7.63602E+17,ENV
1013,7.64836E+17,IND
1014,7.64861E+17,IND
1015,7.64963E+17,SELF
1016,7.64965E+17,IND
1017,7.64966E+17,SELF
1018,7.65089E+17,ENV
1019,7.65162E+17,ENV
1020,7.65172E+17,IND
1021,7.65385E+17,IND
1022,7.65388E+17,IND
1023,7.65391E+17,IND
1024,7.65457E+17,IND
1025,7.65565E+17,IND
1026,7.66393E+17,SELF
1027,7.66587E+17,ENV
1028,7.67729E+17,ENV
1029,7.68233E+17,GRP
1030,7.68237E+17,GRP
1031,7.70126E+17,IND
1032,7.70258E+17,IND
1033,7.70951E+17,IND
1034,7.70963E+17,IND
1035,7.71638E+17,IND
